ID,SMILES,log(1o2),E(N) (Hartree),E(N+1) (Hartree),E(N-1) (Hartree),E-HOMO(N) (eV),E-HOMO(N+1) (eV),E-HOMO(N-1) (eV),Vertical IP (eV),Vertical EA (eV),Mulliken electronegativity (eV),Chemical potential (eV),Hardness (eV),Softness ( eV^-1),Electrophilicity index ( eV),Nucleophilicity index (eV),f-(max),f+(max),f0(max),CDD(min),S-(max),S+(max),S0(max),Electrophilicity(max),Nucleophilicity(max),smiles_original,smiles_canonical_rdkit,smiles_kekule_rdkit,inchikey_rdkit,smiles_status,dup_count,is_duplicate
3-Methyl-4-chlorophenol,CC1=C(C=CC(=C1)O)Cl,8.113943352,-806.39106,-806.327899,-806.096537,-5.994913292,3.724259167,-12.03796353,8.0143519,-1.718671155,3.147840372,-3.147840372,9.733050267,0.102742799,0.509043403,3.126288954,0.1923,0.1231,0.1439,-0.0969,0.5377,0.344,0.4022,0.06264,0.60125,CC1=C(C=CC(=C1)O)Cl,Cc1cc(O)ccc1Cl,CC1=C(Cl)C=CC(O)=C1,CFKMVGJGLGKFKI-UHFFFAOYSA-N,OK,1,FALSE
3-Methylindole,CC1=CNC2=CC=CC=C12,8.146128036,-403.146833,-403.079103,-402.882782,-5.255525505,3.73451786,-10.96145388,7.18519375,-1.84302719,2.671069674,-2.671069674,9.02822094,0.110763743,0.39513654,3.865676741,0.1072,0.1104,0.1031,-0.0563,0.3232,0.3327,0.3106,0.04362,0.41447,CC1=CNC2=CC=CC=C12,Cc1c[nH]c2ccccc12,CC1=CNC2=CC=CC=C12,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,OK,1,FALSE
3-Methylphenol,CC1=CC(=CC=C1)O,7.255272505,-346.79615,-346.718101,-346.500805,-5.88612217,4.176893366,-12.10898525,8.036774082,-2.123821485,2.956462693,-2.956462693,10.16059557,0.098419536,0.430130382,3.235080077,0.1417,0.1212,0.1044,-0.0926,0.3794,0.3245,0.2796,0.05211,0.45836,CC1=CC(=CC=C1)O,Cc1cccc(O)c1,CC1=CC(O)=CC=C1,RLSSMJSEOOYNOY-UHFFFAOYSA-N,OK,1,FALSE
3-Nitrophenol,C1=CC(=CC(=C1)O)[N+](=O)[O-],6.447158031,-511.977563,-511.987331,-511.648234,-6.823663272,1.88109592,-12.30771,8.96147141,0.265800821,4.613636115,-4.613636115,8.695670589,0.11499958,1.223913731,2.297538975,0.1452,0.1683,0.1165,-0.1067,0.4543,0.5265,0.3645,0.20593,0.33358,C1=CC(=CC(=C1)O)[N+](=O)[O-],O=[N+]([O-])c1cccc(O)c1,O=[N+]([O-])C1=CC(O)=CC=C1,RTZZCYNQPHTPPL-UHFFFAOYSA-N,OK,1,FALSE
3-Phenylpyrrole,C1=CC=C(C=C1)C2=CNC=C2,8.897627091,-441.236399,-441.175965,-440.975542,-5.257702416,3.440607677,-10.75448407,7.098280582,-1.644492916,2.726880227,-2.726880227,8.742773498,0.11438006,0.425259544,3.863499831,0.1168,0.1078,0.0992,-0.0457,0.3634,0.3356,0.3088,0.04586,0.45114,C1=CC=C(C=C1)C2=CNC=C2,c1ccc(-c2cc[nH]c2)cc1,C1=CC=C(C2=CNC=C2)C=C1,LJDRAKFYYGCAQC-UHFFFAOYSA-N,OK,1,FALSE
"4,6-Dinitro-2-methylphenolate",CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],6.113943352,-755.787867,-755.822783,-755.440648,-7.523159167,0.890628672,-12.24147748,9.448337532,0.950112762,5.199225147,-5.199225147,8.49822477,0.117671697,1.590451103,1.59804308,0.1171,0.1047,0.0911,-0.0713,0.3749,0.3353,0.2916,0.16657,0.18709,CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,CC1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1O,ZXVONLUNISGICL-UHFFFAOYSA-N,OK,1,FALSE
4-Aminophenol,C1=CC(=CC=C1N)O,8,-362.83153,-362.751713,-362.56838,-5.043630441,4.277902032,-11.33659005,7.160649079,-2.171931216,2.494358932,-2.494358932,9.332580295,0.107151505,0.333339482,4.077571806,0.1371,0.1237,0.0962,-0.1,0.3998,0.3608,0.2804,0.04125,0.55907,C1=CC(=CC=C1N)O,Nc1ccc(O)cc1,NC1=CC=C(O)C=C1,PLIKAWJENQZMHA-UHFFFAOYSA-N,OK,1,FALSE
4-Bromoaniline,C1=CC(=CC=C1N)Br,6.851258349,-2858.802013,-2858.735521,-2858.524945,-5.554116047,3.835989119,-11.42181611,7.539377153,-1.809312283,2.865032435,-2.865032435,9.348716647,0.10696662,0.439001294,3.5670862,0.2267,0.1202,0.1734,-0.1065,0.6598,0.3499,0.5048,0.05277,0.80855,C1=CC(=CC=C1N)Br,Nc1ccc(Br)cc1,NC1=CC=C(Br)C=C1,WDFQBORIUYODSI-UHFFFAOYSA-N,OK,1,FALSE
4-Bromophenol,C1=CC(=CC=C1O)Br,8.041392685,-2878.663648,-2878.603393,-2878.367008,-6.034451437,3.707170417,-11.99932336,8.071985616,-1.639622078,3.216195375,-3.216195375,9.711607694,0.102969653,0.53255404,3.08675081,0.2622,0.1243,0.1928,-0.1387,0.7346,0.3482,0.5403,0.06618,0.80931,C1=CC(=CC=C1O)Br,Oc1ccc(Br)cc1,OC1=CC=C(Br)C=C1,GZFGOTFRPZRKDS-UHFFFAOYSA-N,OK,1,FALSE
4-Chloroaniline,C1=CC(=CC=C1N)Cl,6.880813592,-747.207083,-747.135196,-746.936505,-5.331826232,4.020264627,-11.43678237,7.362802468,-1.956144923,2.703315167,-2.703315167,9.318947391,0.107308315,0.392116076,3.789376014,0.1766,0.1205,0.1388,-0.112,0.5156,0.3517,0.4054,0.04723,0.66909,C1=CC(=CC=C1N)Cl,Nc1ccc(Cl)cc1,NC1=CC=C(Cl)C=C1,QSNSCYSYFYORTR-UHFFFAOYSA-N,OK,1,FALSE
4-Chlorophenol,C1=CC(=CC=C1O)Cl,6.85552,-767.070441,-767.009918,-766.769181,-6.108684098,3.746191544,-12.28528782,8.19770222,-1.64691473,3.27538014,-3.27538014,9.84461695,0.101578324,0.544880798,3.012518149,0.2094,0.1252,0.1568,-0.1051,0.5788,0.3461,0.4335,0.06822,0.63078,C1=CC(=CC=C1O)Cl,Oc1ccc(Cl)cc1,OC1=CC=C(Cl)C=C1,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,OK,1,FALSE
4-Chlororesorcinol,C1=CC(=C(C=C1O)O)Cl,7.322219295,-842.293913,-842.226997,-841.998782,-5.990532259,3.897976657,-12.04389561,8.030923634,-1.820849911,3.105036862,-3.105036862,9.851773545,0.101504494,0.489315147,3.130669988,0.1755,0.15,0.1422,-0.0666,0.4848,0.4142,0.3928,0.07338,0.54948,C1=CC(=C(C=C1O)O)Cl,Oc1ccc(Cl)c(O)c1,OC1=CC(O)=C(Cl)C=C1,JQVAPEJNIZULEK-UHFFFAOYSA-N,OK,1,FALSE
4-Cyanophenol,C1=CC(=CC=C1C#N)O,5.90956,-399.720208,-399.687064,-399.402954,-6.581155398,2.919155882,-12.7417044,8.632921132,-0.901894186,3.865513473,-3.865513473,9.534788106,0.104878964,0.783551867,2.540046849,0.164,0.1735,0.1687,-0.054,0.468,0.4951,0.4815,0.13594,0.41649,C1=CC(=CC=C1C#N)O,N#Cc1ccc(O)cc1,N#CC1=CC=C(O)C=C1,CVNOWLNNPYYEOH-UHFFFAOYSA-N,OK,1,FALSE
4-Fluorophenol,C1=CC(=CC=C1O)F,8.544068044,-406.705761,-406.638653,-406.403569,-5.978423192,4.011284869,-12.66602953,8.223063232,-1.826101708,3.198480762,-3.198480762,10.04916494,0.099510844,0.509016191,3.142779054,0.1388,0.1289,0.1059,-0.0927,0.376,0.3491,0.2869,0.06563,0.43637,C1=CC(=CC=C1O)F,Oc1ccc(F)cc1,OC1=CC=C(F)C=C1,RHMPLDJJXGPMEX-UHFFFAOYSA-N,OK,1,FALSE
"4-Methoxy-2,6-dimethylphenol",CC1=CC(=CC(=C1O)C)OC,7.397940009,-500.638405,-500.560326,-500.375837,-5.197238716,4.030768222,-11.11751118,7.144866475,-2.124637827,2.510114324,-2.510114324,9.269504302,0.107880649,0.339870214,3.923963531,0.1029,0.1174,0.0877,-0.0745,0.3022,0.3447,0.2574,0.03991,0.4039,CC1=CC(=CC(=C1O)C)OC,COc1cc(C)c(O)c(C)c1,COC1=CC(C)=C(O)C(C)=C1,UCHRDYUBDZOFBJ-UHFFFAOYSA-N,OK,1,FALSE
4-Methoxyphenol,COC1=CC=C(C=C1)O,7.35218,-421.997835,-421.922852,-421.724056,-5.377078768,4.124701927,-11.56802289,7.449933326,-2.040391375,2.70475737,-2.70475737,9.49029749,0.105370707,0.385422075,3.744123479,0.1138,0.1292,0.1022,-0.0826,0.3262,0.3703,0.2929,0.04978,0.42597,COC1=CC=C(C=C1)O,COc1ccc(O)cc1,COC1=CC=C(O)C=C1,NWVVVBRKAWDGAB-UHFFFAOYSA-N,OK,1,FALSE
4-Methylimidazole,CC1=CN=CN1,8.079181246,-265.544431,-265.427168,-265.241418,-5.835726683,5.429487898,-13.36819214,8.245403781,-3.190888785,2.527257498,-2.527257498,11.43629257,0.087440933,0.279243246,3.285475564,0.162,0.1663,0.1631,-0.0719,0.3855,0.3957,0.388,0.04643,0.53236,CC1=CN=CN1,Cc1cnc[nH]1,CC1=CN=CN1,XLSZMDLNRCVEIJ-UHFFFAOYSA-N,OK,1,FALSE
4-Methylphenol,CC1=CC=C(C=C1)O,6.86332,-346.795381,-346.717619,-346.505873,-5.757766061,4.207016371,-12.15434663,7.877914009,-2.116011817,2.880951096,-2.880951096,9.993925827,0.100060834,0.415245754,3.363436186,0.1315,0.1229,0.1022,-0.0877,0.3581,0.3347,0.2781,0.05105,0.44239,CC1=CC=C(C=C1)O,Cc1ccc(O)cc1,CC1=CC=C(O)C=C1,IWDCLRJOBJJRNH-UHFFFAOYSA-N,OK,1,FALSE
4-Nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,6.21221,-511.980403,-511.984532,-511.648627,-6.93591024,2.031765365,-12.37138464,9.028084883,0.112355814,4.570206743,-4.570206743,8.915756281,0.112161099,1.171341332,2.185292007,0.1374,0.1688,0.1244,-0.0805,0.4194,0.5151,0.3798,0.1977,0.30026,C1=CC(=CC=C1[N+](=O)[O-])O,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])C1=CC=C(O)C=C1,BTJIUGUIPKRLHP-UHFFFAOYSA-N,OK,1,FALSE
4-t-Octylphenol,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,4.531478917,-621.991043,-621.922089,-621.710319,-5.755371459,3.758191766,-11.22094166,7.638889193,-1.876333927,2.881277633,-2.881277633,9.51522312,0.105094719,0.436225733,3.365830788,0.1152,0.1184,0.0961,-0.0752,0.3295,0.3385,0.2749,0.05163,0.38782,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,CC(C)(C)CC(C)(C)c1ccc(O)cc1,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,ISAVYTVYFVQUDY-UHFFFAOYSA-N,OK,1,FALSE
"5,6-Dimethoxyindole",COC1=C(C=C2C(=C1)C=CN2)OC,7.633468456,-592.864066,-592.802905,-592.597082,-5.385432663,3.47600969,-10.51431638,7.265004745,-1.664275594,2.80035097,-2.80035097,8.929307551,0.111990913,0.43911014,3.735769584,0.1142,0.1079,0.111,-0.0456,0.3479,0.3289,0.3384,0.04739,0.42646,COC1=C(C=C2C(=C1)C=CN2)OC,COc1cc2cc[nH]c2cc1OC,COC1=C(OC)C=C2NC=CC2=C1,QODBZRNBPUPLEZ-UHFFFAOYSA-N,OK,1,FALSE
5-Hydroxyindole,C1=CC2=C(C=CN2)C=C1O,5.301029996,-439.044908,-438.979497,-438.778447,-5.276070102,3.706081961,-10.63679483,7.250745979,-1.779896774,2.735424602,-2.735424602,9.030669965,0.110733866,0.414293356,3.845132145,0.1076,0.1141,0.1028,-0.0575,0.3243,0.3437,0.3098,0.04725,0.41381,C1=CC2=C(C=CN2)C=C1O,Oc1ccc2[nH]ccc2c1,OC1=CC2=C(C=C1)NC=C2,LMIQERWZRIFWNZ-UHFFFAOYSA-N,OK,1,FALSE
Acetamiprid,[2H]C([2H])([2H])N(CC1=CN=C(C=C1)Cl)C(=NC#N)C,6.113943352,-1066.87999,-1066.86995,-1066.576407,-6.451874102,1.887327327,-10.79728758,8.260941482,-0.273229529,3.993842371,-3.993842371,8.5341438,0.117176316,0.934520638,2.669328145,0.1825,0.1034,0.136,-0.0929,0.5818,0.3296,0.4337,0.09661,0.4871,[2H]C([2H])([2H])N(CC1=CN=C(C=C1)Cl)C(=NC#N)C,[2H]C([2H])([2H])N(Cc1ccc(Cl)nc1)C(C)=NC#N,[2H]C([2H])([2H])N(CC1=CN=C(Cl)C=C1)C(C)=NC#N,WCXDHFDTOYPNIE-BMSJAHLVSA-N,OK,1,FALSE
Acetochlor,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,5.72427587,-1210.959438,-1210.918724,-1210.64947,-6.740940658,2.772296031,-10.67791123,8.434658972,-1.10788438,3.663387296,-3.663387296,9.542543352,0.104793779,0.703196643,2.380261589,0.1167,0.1161,0.081,-0.0713,0.3327,0.3311,0.231,0.08166,0.27768,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,CCOCN(C(=O)CCl)c1c(C)cccc1CC,CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC,VTNQPKFIQCLBDU-UHFFFAOYSA-N,OK,1,FALSE
Acetophenone,CC(=O)C1=CC=CC=C1,3.431363764,-384.904698,-384.887027,-384.578384,-6.691334301,2.477406238,-12.01652095,8.879456291,-0.480852406,4.199315548,-4.199315548,9.360281486,0.106834285,0.941976558,2.429867946,0.2347,0.1465,0.1906,-0.0882,0.6823,0.4259,0.5541,0.13799,0.57032,CC(=O)C1=CC=CC=C1,CC(=O)c1ccccc1,CC(=O)C1=CC=CC=C1,KWOLFJPFCHCOCG-UHFFFAOYSA-N,OK,1,FALSE
Alachlor,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,5.51851394,-1210.953056,-1210.908113,-1210.643872,-6.769893573,2.897631676,-10.78629418,8.413325245,-1.222961332,3.595195562,-3.595195562,9.636286577,0.103774537,0.670651825,2.351308674,0.1057,0.1081,0.0867,-0.0603,0.2984,0.3053,0.2449,0.07251,0.24844,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,CCc1cccc(CC)c1N(COC)C(=O)CCl,CCC1=C(N(COC)C(=O)CCl)C(CC)=CC=C1,XCSGPAVHZFQHGE-UHFFFAOYSA-N,OK,1,FALSE
Allyl-thiourea,C=CCNC(=S)N,6.602059991,-664.93237,-664.866877,-664.646754,-5.250083228,3.712558271,-11.31362364,7.772007294,-1.782182531,2.994912382,-2.994912382,9.554189825,0.104666002,0.469396413,3.871119019,0.601,0.1801,0.3906,-0.4209,1.7117,0.513,1.1124,0.08455,2.32658,C=CCNC(=S)N,C=CCNC(N)=S,C=CCNC(N)=S,HTKFORQRBXIQHD-UHFFFAOYSA-N,OK,1,FALSE
Amoxicillin,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,4.612783857,-1559.739993,-1559.705054,-1559.459972,-6.01823345,2.320124425,-9.706437531,7.619786799,-0.950738624,3.334510482,-3.334510482,8.570525423,0.116678951,0.648665025,3.102968796,0.0933,0.072,0.0826,-0.0489,0.2961,0.2287,0.2624,0.04672,0.2894,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(=O)O,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,OK,1,FALSE
Aniline,C1=CC=C(C=C1)N,9.301029996,-287.613641,-287.528,-287.334615,-5.42698445,4.454966522,-12.07758331,7.59271147,-2.330437541,2.63115057,-2.63115057,9.9231218,0.100774653,0.34882276,3.694217797,0.1611,0.126,0.1001,-0.1221,0.4418,0.3455,0.2744,0.04395,0.59521,C1=CC=C(C=C1)N,Nc1ccccc1,NC1=CC=CC=C1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,OK,1,FALSE
Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,5.643452676,-881.935946,-881.861133,-881.671328,-5.525652937,3.71293923,-9.387547295,7.200622606,-2.035765439,2.582414978,-2.582414978,9.236388045,0.108267509,0.361013461,3.59554931,0.0784,0.0926,0.075,-0.0612,0.231,0.2727,0.2208,0.03342,0.28197,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,METKIMKYRPQLGS-UHFFFAOYSA-N,OK,1,FALSE
Atrazine,CCNC1=NC(=NC(=N1)Cl)NC(C)C,5.301029996,-1047.306087,-1047.246209,-1047.008535,-6.336171287,3.504935394,-11.10344289,8.0968024,-1.629363386,3.233719507,-3.233719507,9.726165786,0.102815343,0.537560935,2.78503096,0.1294,0.1596,0.1312,-0.0598,0.3622,0.4466,0.367,0.08582,0.36051,CCNC1=NC(=NC(=N1)Cl)NC(C)C,CCNc1nc(Cl)nc(NC(C)C)n1,CCNC1=NC(NC(C)C)=NC(Cl)=N1,MXWJVTOOROXGIU-UHFFFAOYSA-N,OK,1,FALSE
Benzene,C1=CC=CC=C1,3.462397998,-232.254788,-232.171932,-231.923811,-6.710191791,4.452054904,-12.84823698,9.006315774,-2.254626619,3.375844578,-3.375844578,11.26094239,0.088802459,0.506022939,2.411010456,0.1643,0.1286,0.1464,-0.0359,0.3971,0.3108,0.3537,0.06508,0.39621,C1=CC=CC=C1,c1ccccc1,C1=CC=CC=C1,UHOVQNZJYSORNB-UHFFFAOYSA-N,OK,1,FALSE
Benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,3.477121255,-576.642019,-576.642806,-576.335735,-6.574080437,1.679214645,-11.0991707,8.334412225,0.021442572,4.177927399,-4.177927399,8.312969653,0.120293798,1.049869704,2.54712181,0.2015,0.1264,0.164,-0.0751,0.6596,0.4138,0.5367,0.13273,0.51324,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,O=C(c1ccccc1)c1ccccc1,O=C(C1=CC=CC=C1)C1=CC=CC=C1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,OK,1,FALSE
Benzophenone-3,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,5.301029996,-766.38576,-766.376112,-766.102917,-6.022396793,1.910048835,-10.19493634,7.696522909,-0.262535455,3.716993727,-3.716993727,7.959058363,0.125642956,0.867934376,3.098805454,0.1303,0.1245,0.1274,-0.0648,0.4456,0.4257,0.4356,0.10808,0.40383,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,COc1ccc(C(=O)c2ccccc2)c(O)c1,COC1=CC(O)=C(C(=O)C2=CC=CC=C2)C=C1,DXGLGDHPHMLXJC-UHFFFAOYSA-N,OK,1,FALSE
Benzyl-4-hydroxybenzoic_acid,C1=CC=C(C=C1)CC2=C(C=CC(=C2)O)C(=O)O,6.799340549,-766.424667,-766.398791,-766.135667,-6.273557888,2.482794092,-10.23409352,7.864090625,-0.704121831,3.579984397,-3.579984397,8.568239667,0.116710151,0.747904951,2.847644359,0.0827,0.1098,0.0706,-0.0671,0.2625,0.3486,0.2241,0.08209,0.23536,C1=CC=C(C=C1)CC2=C(C=CC(=C2)O)C(=O)O,O=C(O)c1ccc(O)cc1Cc1ccccc1,O=C(O)C1=C(CC2=CC=CC=C2)C=C(O)C=C1,UGEYZMRJLQBZFG-UHFFFAOYSA-N,OK,1,FALSE
Bisphenol_A,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,6.902546779,-731.693611,-731.639684,-731.430389,-5.599450216,3.017171296,-9.742465406,7.16263551,-1.467428426,2.847589936,-2.847589936,8.630063937,0.115874141,0.469804584,3.521752031,0.072,0.0652,0.0592,-0.0421,0.2271,0.2055,0.1867,0.03062,0.25362,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,IISBACLAFKSPIT-UHFFFAOYSA-N,OK,1,FALSE
Bromobenzene,C1=CC=C(C=C1)Br,3.301029996,-2803.443108,-2803.37971,-2803.124508,-6.570733437,3.813811839,-12.57040872,8.669547658,-1.725147465,3.472200096,-3.472200096,10.39472233,0.096202743,0.579929064,2.55046881,0.3222,0.1272,0.2247,-0.195,0.8436,0.333,0.5883,0.07377,0.82188,C1=CC=C(C=C1)Br,Brc1ccccc1,BrC1=CC=CC=C1,QARVLSVVCXYDNA-UHFFFAOYSA-N,OK,1,FALSE
